ID,HT,WT,AGE,SEX
137,64.70615153,5.910073449,0.416666667,0
138,68.97342091,7.179649717,0.416666667,0
139,66.85263377,6.946826898,0.416666667,0
140,71.57335654,7.587738004,0.416666667,0
141,68.12906724,6.121252739,0.416666667,0
142,65.81367868,6.548314048,0.416666667,0
143,70.44455168,6.471363101,0.416666667,0
144,70.69300205,7.495709496,0.416666667,0
145,70.90796642,7.401350628,0.5,0
146,67.66381916,6.75694339,0.5,0
147,68.45970114,6.982793047,0.5,0
148,67.45462969,5.78221972,0.5,0
149,66.63926436,5.783357002,0.5,0
150,73.44927246,7.940868517,0.5,0
151,65.92290035,5.677611063,0.5,0
152,71.94564824,7.872841262,0.5,0
153,70.64199441,7.146136964,0.5,0
154,70.87894816,6.672244922,0.5,0
155,72.39593926,8.167811118,0.5,0
156,72.95363824,7.924142047,0.5,0
157,69.45669381,6.706615273,0.5,0
158,73.54485697,7.329807168,0.5,0
159,65.4216852,6.131487127,0.5,0
160,68.53671699,7.193099506,0.5,0
161,66.64188297,5.37005161,0.5,0
162,71.61687919,7.658922475,0.5,0
163,68.35676921,6.699457454,0.5,0
164,74.50693076,8.164475011,0.5,0
165,69.29036282,7.018633759,0.5,0
166,67.10776304,5.49435748,0.5,0
167,72.08002939,7.566535585,0.5,0
168,69.91604697,7.190835736,0.5,0
169,71.85880662,7.356098766,0.583333333,0
170,69.36239097,7.175745097,0.583333333,0
171,71.42710021,6.88527022,0.583333333,0
172,71.80960747,7.610413542,0.583333333,0
173,69.27434638,6.963619938,0.583333333,0
174,74.50503699,8.702895792,0.583333333,0
175,68.94641787,7.194001,0.583333333,0
176,71.02872398,7.570111879,0.583333333,0
177,71.38185792,6.34948467,0.583333333,0
178,69.62531724,7.23246549,0.583333333,0
179,70.43272534,6.983759296,0.583333333,0
180,75.65688997,8.179764534,0.583333333,0
181,73.09721471,6.924329627,0.583333333,0
182,71.86851862,7.132077587,0.583333333,0
183,71.70565116,7.368838307,0.583333333,0
184,69.71772561,6.810371805,0.583333333,0
185,67.84511831,6.45149589,0.583333333,0
186,73.45691841,8.268089515,0.583333333,0
187,71.44714566,7.230748985,0.583333333,0
188,69.29667632,6.590325148,0.583333333,0
189,75.70403081,7.106486316,0.583333333,0
190,69.92285115,7.420386876,0.583333333,0
191,68.78723234,6.930661906,0.583333333,0
192,71.64103101,7.283128703,0.583333333,0
193,68.13708995,6.721579445,0.666666667,0
194,70.24343863,6.731772472,0.666666667,0
195,72.11568611,7.184140322,0.666666667,0
196,70.60422258,6.708686652,0.666666667,0
197,67.24664222,5.979042246,0.666666667,0
198,71.90267132,8.070373622,0.666666667,0
199,73.26485661,6.604343078,0.666666667,0
200,71.69188239,6.592890712,0.666666667,0
201,71.22489264,6.457359627,0.666666667,0
202,73.32712954,7.514287545,0.666666667,0
203,71.70652793,7.650167185,0.666666667,0
204,75.32578532,8.426148386,0.666666667,0
205,77.19052641,8.453296228,0.666666667,0
206,73.15598708,8.556249803,0.666666667,0
207,73.74109071,7.847908652,0.666666667,0
208,68.99484823,6.132790173,0.666666667,0
209,71.03519,6.304836994,0.666666667,0
210,72.21685858,7.248768309,0.666666667,0
211,69.81275834,6.897556138,0.666666667,0
212,72.9266764,8.150495443,0.666666667,0
213,74.95997362,7.159873261,0.666666667,0
214,74.31374217,8.476151409,0.666666667,0
215,71.53703577,6.922633641,0.666666667,0
216,70.28064633,6.665861029,0.666666667,0
217,73.12103954,7.473394574,0.75,0
218,74.68535716,7.97524028,0.75,0
219,73.33295387,8.796370623,0.75,0
220,73.34833202,7.88115254,0.75,0
221,71.19915475,8.328619662,0.75,0
222,77.04815762,8.659986959,0.75,0
223,69.70943357,6.438830108,0.75,0
224,69.39748515,6.594361333,0.75,0
225,74.85030878,7.584806949,0.75,0
226,76.07977316,7.257273968,0.75,0
227,73.26189632,7.771862127,0.75,0
228,71.43838126,6.868706232,0.75,0
229,74.51759688,8.861986007,0.75,0
230,74.1331699,8.005835896,0.75,0
231,78.815422,8.693927087,0.75,0
232,72.95943416,7.409488595,0.75,0
233,72.21517171,7.821224889,0.75,0
234,71.41945511,7.735888899,0.75,0
235,73.53946886,7.379512567,0.75,0
236,72.25632827,7.976720788,0.75,0
237,71.70790033,7.088702769,0.75,0
238,73.26970075,7.610796395,0.75,0
239,71.18124714,7.934563006,0.75,0
240,74.26796309,7.057172853,0.75,0
241,75.24699345,7.501732334,0.833333333,0
242,75.27314971,7.607692054,0.833333333,0
243,75.31115225,8.073055492,0.833333333,0
244,73.55731588,8.024506533,0.833333333,0
245,70.74750144,6.642662239,0.833333333,0
246,74.84053266,8.291141017,0.833333333,0
247,71.27153392,7.729879151,0.833333333,0
248,71.52370795,7.247311785,0.833333333,0
249,80.15923769,9.351758424,0.833333333,0
250,76.66839569,9.104219383,0.833333333,0
251,75.82862738,8.367031135,0.833333333,0
252,72.4541306,6.685973571,0.833333333,0
253,75.76223498,7.554881272,0.833333333,0
254,74.6453388,7.511026992,0.833333333,0
255,75.44550178,7.483754892,0.833333333,0
256,73.7736992,7.262277699,0.833333333,0
257,74.34123534,8.159110496,0.833333333,0
258,72.424837,7.600318071,0.833333333,0
259,77.66653164,8.920185996,0.833333333,0
260,73.53064851,7.910355278,0.833333333,0
261,76.60959618,8.33298891,0.833333333,0
262,74.87436861,8.463404686,0.833333333,0
263,70.98687227,7.773205651,0.833333333,0
264,75.52713594,7.702069516,0.833333333,0
265,76.46679259,9.275809246,0.916666667,0
266,79.17312775,9.606406163,0.916666667,0
267,75.04584672,8.277181561,0.916666667,0
268,74.0116957,6.516183196,0.916666667,0
269,73.00185954,6.418260153,0.916666667,0
270,75.50780577,7.164751263,0.916666667,0
271,75.72422026,7.161613429,0.916666667,0
272,70.15315286,6.54547927,0.916666667,0
273,75.17068968,7.899534827,0.916666667,0
274,78.77803575,8.321584566,0.916666667,0
275,73.88529266,6.845052979,0.916666667,0
276,76.14002533,7.087483098,0.916666667,0
277,72.47308596,7.979141695,0.916666667,0
278,76.23607221,7.720389923,0.916666667,0
279,74.89882479,7.348061955,0.916666667,0
280,72.440992,6.990087139,0.916666667,0
281,74.4341982,7.246194964,0.916666667,0
282,80.57818266,8.911527802,0.916666667,0
283,71.00233799,7.016169015,0.916666667,0
284,70.40568428,6.727625615,0.916666667,0
285,71.50226798,7.121304541,0.916666667,0
286,74.83568696,7.999366012,0.916666667,0
287,74.8883329,7.497507936,0.916666667,0
288,74.14770327,7.313833746,0.916666667,0
289,72.97489334,7.473457508,1,0
290,77.30134978,8.598843064,1,0
291,75.40618237,7.706552763,1,0
292,75.59636323,7.953561013,1,0
293,77.9499385,8.745492174,1,0
294,77.23703717,7.068299291,1,0
295,80.232797,9.623597686,1,0
296,75.03437203,7.738224543,1,0
297,77.16374901,8.294233704,1,0
298,75.56768707,8.987056255,1,0
299,74.4125794,7.752182006,1,0
300,78.71909538,8.725529119,1,0
301,75.04125893,7.286271178,1,0
302,79.89800817,9.515643322,1,0
303,73.24694464,6.787911368,1,0
304,77.40829459,9.195851418,1,0
305,75.83094997,7.51387292,1,0
306,80.02496617,8.087403712,1,0
307,74.11365806,7.43378816,1,0
308,74.61266648,8.546623849,1,0
309,75.73702694,6.901131589,1,0
310,76.15815054,8.571861474,1,0
311,82.11526754,8.519318133,1,0
312,69.09934197,6.317867648,1,0
313,75.20513865,7.460467759,1.083333333,0
314,77.05693962,7.626850769,1.083333333,0
315,75.89123224,8.443511244,1.083333333,0
316,75.8942234,8.23745932,1.083333333,0
317,77.33355761,7.630598156,1.083333333,0
318,79.16462522,8.628351049,1.083333333,0
319,76.23545596,7.544148236,1.083333333,0
320,79.17217704,8.006185708,1.083333333,0
321,77.24981286,7.514986071,1.083333333,0
322,72.44492376,6.372303364,1.083333333,0
323,83.74816984,9.788884638,1.083333333,0
324,78.39744925,9.506819149,1.083333333,0
325,72.77766609,7.759645544,1.083333333,0
326,77.15799984,8.202162816,1.083333333,0
327,78.68101017,8.437737345,1.083333333,0
328,79.3991919,8.357936344,1.083333333,0
329,76.63739795,7.216104585,1.083333333,0
330,74.82357037,7.55182226,1.083333333,0
331,78.14964437,8.45298669,1.083333333,0
332,74.44986471,9.072433746,1.083333333,0
333,76.44973173,7.660092969,1.083333333,0
334,75.40527703,7.091977347,1.083333333,0
335,78.64292171,9.085215212,1.083333333,0
336,74.96101065,7.294533844,1.083333333,0
337,78.63152693,8.959180095,1.166666667,0
338,77.49102148,8.002572355,1.166666667,0
339,78.88215055,8.068808748,1.166666667,0
340,76.14678856,8.182947695,1.166666667,0
341,79.50365992,8.989034101,1.166666667,0
342,81.59200642,10.0306524,1.166666667,0
343,79.11871227,8.880670363,1.166666667,0
344,78.20216465,7.023720933,1.166666667,0
345,81.61303862,10.05655576,1.166666667,0
346,75.36907823,8.286910685,1.166666667,0
347,75.13240031,8.49027186,1.166666667,0
348,74.45791102,8.246387199,1.166666667,0
349,81.04452197,8.501181098,1.166666667,0
350,76.70153637,8.935372307,1.166666667,0
351,75.34794308,7.303249372,1.166666667,0
352,77.76089976,9.558716236,1.166666667,0
353,80.67572885,8.939083137,1.166666667,0
354,77.97848652,9.063155886,1.166666667,0
355,77.90967203,6.965101243,1.166666667,0
356,81.27128375,8.989344533,1.166666667,0
357,74.09004875,7.320484131,1.166666667,0
358,79.76749264,7.215182557,1.166666667,0
359,81.24829556,8.176582978,1.166666667,0
360,75.51809635,7.956275467,1.166666667,0
361,76.91064025,7.128854239,1.25,0
362,73.78366296,6.916428362,1.25,0
363,76.80834103,7.66754308,1.25,0
364,73.51280675,7.342632208,1.25,0
365,80.56734972,9.126082305,1.25,0
366,74.99510983,7.30243238,1.25,0
367,82.35894529,9.465293476,1.25,0
368,76.9689372,8.290542213,1.25,0
369,76.94670897,8.232393156,1.25,0
370,80.45646955,8.851406807,1.25,0
371,80.04533334,8.402029909,1.25,0
372,78.52849395,7.320118411,1.25,0
373,81.29406164,9.194653219,1.25,0
374,81.39121674,10.0607746,1.25,0
375,77.49444779,8.560395722,1.25,0
376,77.90805946,8.848718191,1.25,0
377,78.86951881,7.812317224,1.25,0
378,77.84036588,8.938039357,1.25,0
379,79.01569271,8.508120792,1.25,0
380,74.64656664,7.706979674,1.25,0
381,77.56299201,7.531975468,1.25,0
382,79.55948438,8.280625379,1.25,0
383,81.92785514,9.654292634,1.25,0
384,81.16611739,7.380682648,1.25,0
385,83.87262682,9.996971508,1.333333333,0
386,77.46801557,7.395466665,1.333333333,0
387,79.83119314,8.396197683,1.333333333,0
388,78.05396021,8.832174229,1.333333333,0
389,81.5604159,8.261408984,1.333333333,0
390,72.45742408,5.99975664,1.333333333,0
391,86.03624443,9.672989505,1.333333333,0
392,79.8452206,7.591069465,1.333333333,0
393,80.48932196,7.996198487,1.333333333,0
394,78.50807225,7.755351944,1.333333333,0
395,82.72928164,8.060616567,1.333333333,0
396,76.28346295,7.688985704,1.333333333,0
397,77.06069471,7.847693569,1.333333333,0
398,77.48934633,7.75301617,1.333333333,0
399,82.16923951,7.912214442,1.333333333,0
400,81.90306123,9.279305387,1.333333333,0
401,83.98804072,8.090878273,1.333333333,0
402,79.46211716,9.147323869,1.333333333,0
403,81.08341325,11.1654277,1.333333333,0
404,78.31060049,8.438658977,1.333333333,0
405,78.60961781,7.089144534,1.333333333,0
406,76.15019224,7.848499157,1.333333333,0
407,79.04869352,7.95069766,1.333333333,0
408,80.91204591,9.221418723,1.333333333,0
409,87.99157501,11.59797803,1.416666667,0
410,78.37383194,6.924930881,1.416666667,0
411,82.66585154,9.864605628,1.416666667,0
412,85.45283222,10.53142521,1.416666667,0
413,78.90687831,8.582551925,1.416666667,0
414,77.95341848,8.540473545,1.416666667,0
415,80.5706673,7.38634761,1.416666667,0
416,82.29511314,10.27248386,1.416666667,0
417,84.34944333,9.412312956,1.416666667,0
418,80.90319846,9.988095364,1.416666667,0
419,77.04041221,6.409753851,1.416666667,0
420,84.65508257,9.404326097,1.416666667,0
421,77.57487898,8.06354083,1.416666667,0
422,79.0424033,10.06752832,1.416666667,0
423,80.56767428,9.299702454,1.416666667,0
424,79.95355385,7.996387897,1.416666667,0
425,84.29356319,8.9074233,1.416666667,0
426,80.64635489,8.333790097,1.416666667,0
427,79.94261061,9.569275497,1.416666667,0
428,85.41340369,10.94286136,1.416666667,0
429,81.08109498,8.889986017,1.416666667,0
430,81.35166075,8.380003243,1.416666667,0
431,76.32170614,8.48153395,1.416666667,0
432,83.07700294,9.349579701,1.416666667,0
433,82.40081588,10.06422762,1.5,0
434,82.22736993,8.979618252,1.5,0
435,84.11274752,8.824138556,1.5,0
436,80.84508065,8.386541796,1.5,0
437,84.39184798,8.896671432,1.5,0
438,85.17615956,8.888044505,1.5,0
439,84.03334033,9.591330419,1.5,0
440,80.7931662,8.356199738,1.5,0
441,81.95390878,8.729491165,1.5,0
442,80.97108623,9.382474062,1.5,0
443,79.54528101,9.592194373,1.5,0
444,79.39736456,7.280781382,1.5,0
445,80.67848461,8.181860287,1.5,0
446,85.23479363,11.61472371,1.5,0
447,83.15092068,8.900639336,1.5,0
448,78.45624621,8.10648792,1.5,0
449,77.09387981,7.292312129,1.5,0
450,79.01056582,7.325604979,1.5,0
451,80.91676369,8.62574311,1.5,0
452,82.4019456,9.414676041,1.5,0
453,77.32587254,7.57195725,1.5,0
454,80.96456285,10.17917077,1.5,0
455,82.12196061,8.280450083,1.5,0
456,85.68117963,10.30737487,1.5,0
457,80.2956114,8.53029009,1.583333333,0
458,84.03011827,9.781481269,1.583333333,0
459,86.53067681,8.355157485,1.583333333,0
460,89.59096767,10.906077,1.583333333,0
461,81.91880547,7.888550914,1.583333333,0
462,81.69209138,10.24047872,1.583333333,0
463,81.31321345,9.832326542,1.583333333,0
464,84.24803217,10.30825939,1.583333333,0
465,76.5543421,7.415291008,1.583333333,0
466,79.42851641,8.247023002,1.583333333,0
467,82.95410036,8.721219818,1.583333333,0
468,77.44586932,6.813380404,1.583333333,0
469,83.78295155,10.46112443,1.583333333,0
470,82.06763173,8.442846943,1.583333333,0
471,84.06030168,9.809115356,1.583333333,0
472,82.49322944,8.571846326,1.583333333,0
473,81.47609242,8.679298731,1.583333333,0
474,79.03196092,7.53212392,1.583333333,0
475,82.17652127,9.294628869,1.583333333,0
476,80.73771116,7.703207524,1.583333333,0
477,82.6882066,9.098243441,1.583333333,0
478,84.48614895,9.809575142,1.583333333,0
479,83.90328042,8.514101917,1.583333333,0
480,79.44325602,10.22011897,1.583333333,0
481,83.10778253,9.03742778,1.666666667,0
482,83.6023607,9.905644144,1.666666667,0
483,86.66421091,10.1905768,1.666666667,0
484,80.39126507,9.492115812,1.666666667,0
485,87.21633667,12.04014058,1.666666667,0
486,88.99381369,11.05345387,1.666666667,0
487,86.80569572,9.812373987,1.666666667,0
488,81.39096784,8.070602712,1.666666667,0
489,80.678227,8.067989992,1.666666667,0
490,81.57079151,9.343296821,1.666666667,0
491,84.42203073,9.474160403,1.666666667,0
492,86.34133279,9.177082066,1.666666667,0
493,80.3929224,7.935515067,1.666666667,0
494,82.67276288,8.490407206,1.666666667,0
495,82.9174335,10.81574491,1.666666667,0
496,82.30016089,8.447735025,1.666666667,0
497,76.41228362,8.169368825,1.666666667,0
498,82.54401803,8.409451705,1.666666667,0
499,77.28329144,7.935102315,1.666666667,0
500,81.86649415,9.552959694,1.666666667,0
501,81.84102279,8.846114566,1.666666667,0
502,77.22856071,7.562379258,1.666666667,0
503,82.91687142,8.825316425,1.666666667,0
504,80.74794039,8.34859469,1.666666667,0
505,83.02616467,9.347544731,1.75,0
506,78.92759796,8.035046764,1.75,0
507,76.99433883,6.798186367,1.75,0
508,83.37524051,10.21585564,1.75,0
509,86.05633158,10.84000481,1.75,0
510,82.03359434,9.717643073,1.75,0
511,81.79625628,9.582726406,1.75,0
512,84.85832653,9.369474744,1.75,0
513,84.52753187,9.151251214,1.75,0
514,83.0343508,7.263486963,1.75,0
515,87.41395596,9.884881488,1.75,0
516,77.68592694,7.743142497,1.75,0
517,78.82609492,8.601509991,1.75,0
518,85.23785354,9.732394985,1.75,0
519,83.65568326,10.12495836,1.75,0
520,81.19149868,8.419689579,1.75,0
521,81.54624213,7.192733279,1.75,0
522,84.43576941,7.899764084,1.75,0
523,84.75005254,9.464508825,1.75,0
524,83.38291742,9.48211321,1.75,0
525,84.10225328,9.329626956,1.75,0
526,86.85418744,10.31915352,1.75,0
527,84.71252484,9.168738941,1.75,0
528,81.35532485,8.352647514,1.75,0
529,86.1187348,10.29531054,1.833333333,0
530,84.63196576,9.220200086,1.833333333,0
531,88.75889403,10.01529394,1.833333333,0
532,82.52897188,9.206659327,1.833333333,0
533,90.27815712,10.77134174,1.833333333,0
534,84.62024826,7.717847692,1.833333333,0
535,83.31804865,8.31987033,1.833333333,0
536,78.67269437,7.654281207,1.833333333,0
537,80.20945552,7.833820672,1.833333333,0
538,86.4058015,10.91692144,1.833333333,0
539,81.88041545,7.958043997,1.833333333,0
540,86.04805566,10.57354458,1.833333333,0
541,86.40059131,8.950592756,1.833333333,0
542,84.74521398,9.867832004,1.833333333,0
543,86.63147901,10.06477956,1.833333333,0
544,86.5872384,9.810888315,1.833333333,0
545,84.21020935,11.97680268,1.833333333,0
546,88.60176417,9.230841381,1.833333333,0
547,83.70087129,8.705152366,1.833333333,0
548,83.99346797,8.595636686,1.833333333,0
549,85.07361555,9.178470141,1.833333333,0
550,87.6018174,9.990122653,1.833333333,0
551,85.49739719,10.76605782,1.833333333,0
552,85.49467527,10.55770827,1.833333333,0
553,83.07455353,9.086159457,1.916666667,0
554,85.28965457,8.930481784,1.916666667,0
555,81.47391821,8.146330505,1.916666667,0
556,87.89736519,9.782919087,1.916666667,0
557,84.53042202,9.635644732,1.916666667,0
558,81.48901385,8.659328019,1.916666667,0
559,84.98946515,8.615159985,1.916666667,0
560,85.99794024,10.14936544,1.916666667,0
561,83.28517464,9.170953222,1.916666667,0
562,85.52021683,10.64604962,1.916666667,0
563,82.05854105,8.845373885,1.916666667,0
564,82.63205232,9.715098977,1.916666667,0
565,86.06503855,9.83760559,1.916666667,0
566,83.50244843,10.01141358,1.916666667,0
567,83.89202471,9.805471466,1.916666667,0
568,83.0258819,8.86969702,1.916666667,0
569,86.14133466,11.4404222,1.916666667,0
570,81.85256676,7.807224891,1.916666667,0
571,85.15984347,9.83879185,1.916666667,0
572,86.32601977,9.903719436,1.916666667,0
573,90.67174144,11.46290458,1.916666667,0
574,84.82454265,9.797304351,1.916666667,0
575,84.33094969,10.43283847,1.916666667,0
576,87.06494931,9.801781721,1.916666667,0
577,83.58863704,8.498774149,2,0
578,85.70896781,10.9715581,2,0
579,87.27307907,11.39487806,2,0
580,77.65779573,6.863119199,2,0
581,86.43216585,10.49717471,2,0
582,82.84317716,8.345144362,2,0
583,84.65522458,10.01569842,2,0
584,87.44570261,10.28017662,2,0
585,86.91642614,11.32339357,2,0
586,86.28009745,9.348914834,2,0
587,89.07427692,10.42735004,2,0
588,81.39345699,8.517812566,2,0
589,90.65938969,10.38363184,2,0
590,79.2123026,7.746340876,2,0
591,81.1519426,8.780992405,2,0
592,86.82497314,9.499594561,2,0
593,90.47135253,11.86046381,2,0
594,90.08139363,11.87127899,2,0
595,80.53477308,9.59887842,2,0
596,84.95805838,9.127789938,2,0
597,83.98934484,10.17679709,2,0
598,86.76253668,10.81061432,2,0
599,87.29289204,8.127094705,2,0
600,82.74788487,9.659332813,2,0
601,87.16126274,9.889642206,2.083333333,0
602,87.03428102,9.228511435,2.083333333,0
603,90.22511418,11.47651891,2.083333333,0
604,90.35897522,12.06161269,2.083333333,0
605,84.92133401,8.648903667,2.083333333,0
606,91.43252085,12.5460776,2.083333333,0
607,92.18295814,11.13328093,2.083333333,0
608,80.16668709,8.319863242,2.083333333,0
609,78.90661416,8.431120912,2.083333333,0
610,87.15981456,10.99914425,2.083333333,0
611,89.15565071,10.89518745,2.083333333,0
612,81.96153392,9.793461318,2.083333333,0
613,85.98533501,8.775860163,2.083333333,0
614,86.14587337,9.495651536,2.083333333,0
615,87.5823554,10.77906344,2.083333333,0
616,88.2696582,9.674761961,2.083333333,0
617,90.76251659,12.43574426,2.083333333,0
618,91.64133166,11.78656571,2.083333333,0
619,90.9280488,10.85470715,2.083333333,0
620,80.08575564,7.366423666,2.083333333,0
621,86.81957645,8.744609711,2.083333333,0
622,90.17349308,11.96501851,2.083333333,0
623,84.56080294,10.53301806,2.083333333,0
624,88.51089178,10.50468705,2.083333333,0
625,83.40317167,10.15652852,2.166666667,0
626,87.38887567,8.19864941,2.166666667,0
627,82.92042759,9.603704677,2.166666667,0
628,88.4674044,9.526963598,2.166666667,0
629,86.09164189,9.173696106,2.166666667,0
630,86.87242845,9.27834757,2.166666667,0
631,82.61971638,7.537969545,2.166666667,0
632,83.51016028,8.38502797,2.166666667,0
633,87.42400063,11.0324095,2.166666667,0
634,82.57939688,9.773543381,2.166666667,0
635,86.02145904,10.45350962,2.166666667,0
636,90.92374272,10.46396955,2.166666667,0
637,88.89273135,10.44561405,2.166666667,0
638,86.73930062,9.247634338,2.166666667,0
639,85.40838219,10.37351877,2.166666667,0
640,89.62193553,9.55820522,2.166666667,0
641,83.42414166,9.365080987,2.166666667,0
642,87.1800005,9.827642239,2.166666667,0
643,85.16959383,9.312190413,2.166666667,0
644,82.31286757,7.958291963,2.166666667,0
645,85.18325717,8.666709207,2.166666667,0
646,82.00441806,10.21268698,2.166666667,0
647,84.02238791,8.350553004,2.166666667,0
648,81.26005532,9.972571322,2.166666667,0
649,87.45481113,9.508882549,2.25,0
650,87.41958738,10.32445977,2.25,0
651,84.5066989,8.210247094,2.25,0
652,84.46984082,8.968779338,2.25,0
653,90.04232401,10.06797696,2.25,0
654,82.6338415,9.810067362,2.25,0
655,89.38108444,10.69443902,2.25,0
656,88.6151526,10.41567887,2.25,0
657,80.9046805,8.407506605,2.25,0
658,89.03606198,10.24633074,2.25,0
659,87.80971075,10.49908458,2.25,0
660,87.46725179,9.735600924,2.25,0
661,87.03845099,10.08773143,2.25,0
662,81.82187907,8.448540098,2.25,0
